Id,Text,IsSelfMentioned,Retweets,Favorites,Hashtags,Medias,Mentions,SenderId,SenderAccountYears,SenderFavorites,SenderFollowings,SenderFollowers,SenderStatues,SenderLocation,Emojis,Punctuations,UpperCaseLetter,Letter,Symbols,Words,TWords,UWords,SlangWords,AvgWordLength,IsCyberbullying
1207119425641600000,salak mısın orospu cocugu,0.0,0.0,0,0,0,1,3333543868,4,53639,117,257.0,5902,istanbul,0.0,0,0,49,0,12,0,0,2,4.0,True
1207110192430759936,orospu cocuklarıyla muhattap olmaktan iyidir diye düşünüorm kimseyle muhattap olamadığım için senin ağzın böyle bok çukuru iftiralarla doldu sanırım şimdi işine bak,0.0,0.0,0,0,0,1,727086724120231936,3,13,75,1.0,35,şimdilik,0.0,0,0,36,0,6,0,0,1,6.0,True
1207106292130700032,ne yalaka ne de senin gibi trol profil açık,0.0,0.0,0,0,0,2,1731896106,6,41285,324,166.0,2928,balıkesir,1.0,0,1,63,0,10,1,0,1,6.0,True
1207104898288009984,keko ya gahshdjdfj,0.0,0.0,0,0,0,2,2837970375,5,135,319,15.0,161,istanbul,0.0,0,1,75,0,12,1,0,1,6.0,True
1207104079987559936,elini kalbine götürdü burası var ya dedi taşa toprağa gerzek kalmadan insanın gömüldüğü tek yer neşet ertaş,0.0,0.0,3,0,0,0,420677390,8,6587,670,360.0,7519,denizli,0.0,1,1,86,0,18,1,0,2,4.0,True
1207103124458099968,etobur manyak en sevdikleri şey katlettikleri canlı varlıkları çam ormanlarının içinde veya kıyısında mangallarda pişirip yemek böylece hiç sevmedikleri ağaçları da yakıp yok ederek zararlarına zarar katıyorlar bu zararlıları yok edecek bir zehir bulunamadı daha,0.0,1.0,8,0,0,0,1163553329642913792,0,22452,836,804.0,2460,istanbul,0.0,5,2,203,0,31,2,0,4,6.0,True
1207102013953250048,bence gayet net ağızdan çıkan kulaktan döner kalpten çıkan kalbe gider demiş büyükler,0.0,0.0,1,0,0,2,2212865095,6,2863,1893,1499.0,3436,turkey,0.0,2,0,45,0,7,0,0,1,6.0,True
1207101343170739968,şöyle düşün etrafın yalaka dolu ihaleler binlerce erdoğana kızma kim olsa aynisı olacak gerzek bak 25 sene tekbaşına ikdidar adami deli eder uçurur,0.0,0.0,0,0,0,0,701474636240916480,3,2421,209,95.0,704,turkey,0.0,0,1,188,0,37,1,0,3,5.0,True
1207098200542340096,allahaskina bu boktan espri yasanmadi de low quality aq,0.0,1.0,34,0,0,0,1003016112811008000,1,96264,410,2956.0,12203,ankara,0.0,3,2,133,0,24,2,0,3,5.0,True
1207097958681969920,lol oynayan salak bu konuda anlaşmıştık,0.0,0.0,11,0,0,0,2506698530,5,13469,2061,3573.0,3389,izmir,0.0,2,1,76,0,15,1,0,2,5.0,True
1207093170670070016,vedat da onun herşeyini bilir kemal da arapça neden çift kimlikli olduğunu siz g tü boklular bilmez zaten 57 alayda kim tek başına ölmemiş kamalistler bilseler de bahsedemezler ayıp olur,0.0,0.0,0,0,0,1,2214458477,6,4,37,1.0,14,turkey,0.0,0,1,74,0,12,1,0,0,6.0,True
1207092150015579904,orospu çocuklarinin evlatlari,0.0,0.0,1,0,0,0,1195928650270609408,0,276,23,7.0,57,turkey,0.0,0,0,22,0,4,0,0,2,5.0,True
1207091214253740032,hayatin götürdüklerini üzülmüyorum artık giderse gitsin kendi bilir,0.0,0.0,0,0,0,1,4197079301,4,5378,217,51.0,3215,fethiye,0.0,2,1,74,0,10,1,0,4,7.0,True
1207090662719569920,ha gayret yarına bişey kalmaz,0.0,0.0,0,0,0,3,2484886103,5,24921,4231,3624.0,2479,turkey,4.0,2,3,101,0,20,3,0,2,5.0,True
1207089893152890112,adam osmanlı ya küfrediyor sanki dedesi rum tohumu ulan pezevenk atatürkçü olman geçmişine küfretmeni mi gerektiriyor,0.0,0.0,0,0,0,3,2484886103,5,24921,4231,3624.0,2479,turkey,3.0,0,1,18,0,4,1,0,1,4.0,True
1207088021562170112,süper kupa maçında sahaya giren youtuber ali abdülselam yılmaz ve 4 arkadaşı adliyeye götünü,0.0,0.0,0,0,0,3,2194468591,6,7815,2016,3129.0,87392,turkey,0.0,8,6,84,0,16,3,1,1,5.0,True
1207087555994370048,yolcu yoğunluğu olmadığını nereden biliyorsunuz otobüs seferleri önce de gayet yoğundu kime danışarak buradaki insanların otobüse binmeleri gerektiği kararı alınıyor bana kadıköy yönünde iş bulabilecek misiniz çekmeköy yönünde yürüyerek ulaşıma devam mı edeyim,0.0,0.0,5,0,0,1,1018175445236420608,1,86208,7197,7152.0,11984,turkey,0.0,0,1,14,0,3,1,0,0,4.0,True
1207087115558899968,antalya nın keko adası açıklarında bir teknedeki oltaya köpek balığı takıldı kaptan 3 metrelik köpek balığını tekrar suya saldı korku dolu anlar kameralara yansıdı,0.0,0.0,0,0,0,1,2881541909,5,83,100,14.0,170,turkey,0.0,5,3,199,0,39,3,0,3,5.0,True
1207083560693309952,devayız her derde puşt,0.0,0.0,0,0,0,1,1197989736448774144,0,508,112,28.0,221,giresun,0.0,0,1,14,0,2,1,0,1,7.0,True
1207081520189580032,bütün youtuberlerin abv,0.0,0.0,8,0,0,0,773278642713534464,3,5497,213,197.0,1598,istanbul,0.0,0,1,117,0,23,1,0,2,5.0,True
1207081162730099968,adana dan kırıkkale den ankara dan istanbul dan yurdun 4 bir tarafindan gelen vatandaslarımızın sorunlarını sincan cezaevi onunde dinledik kantindeki yetersizlikten görüş günlerindeki kaba tavırlardan şikayetçiydiler sorunların çözümü yönünde gayret sarf edeceğiz,0.0,1.0,3,1,1,0,933090651247321088,2,86,568,510.0,142,kocaeli,0.0,1,1,36,0,8,1,0,1,4.0,True
1207077671672440064,size hazırlayan oldu mu böyle meyve tabağı kudurun amk,0.0,0.0,0,0,0,1,878382115494260736,2,3472,344,111.0,2889,çorlu,0.0,1,1,89,0,21,1,0,2,4.0,True
1207077146432290048,aklım almıyor trabzonspor maçını sevdasının tur atlayacağı bir maçı izlemeye giden bir insan evladı sahaya niye bozuk para atar bu kansızlığa bu kahpe nasıl imza atar vallahi sen trabzonspor düşmanısın vallahi senin kanın bozuk,0.0,0.0,0,0,0,6,1196405387018297344,0,93,7,8.0,113,antalya,4.0,2,5,101,0,22,2,0,1,4.0,True
1207076816822980096,güzele güzel çirkine çirkin ve kötü demekle sorumluyuz ibne de ibne denir kuran açıktır allah ım zalimlerden kötülerden hakkımızı al diye de beddua ederiz ağırına giden böylesi bir pislik yoldan geri durur kendini korur,0.0,0.0,2,0,0,1,943948150485803008,1,58864,4456,4677.0,48425,ankara,0.0,0,4,32,0,5,4,0,1,6.0,True
1207076536370769920,aslında ezik göstergesi aklinca asagalamaya çalışıyor ama farkında değil çok ezik kalmış hatta belki de asagalanmia,0.0,0.0,3,0,0,0,2198292978,6,84116,1148,1150.0,29181,istanbul,0.0,3,1,32,0,7,1,0,1,4.0,True
1207076315591069952,ismet inönü nün böyle bir sözü yok bu yazıyı hazırlayanda paylaşanda dağıtanda sahtekar yalancı senin bot hesabını kullanan kişilerinde anaları kaşar,0.0,0.0,1,0,0,2,943948150485803008,1,58864,4456,4677.0,48425,ankara,0.0,7,12,176,0,32,12,0,1,5.0,True
1207076219411399936,sen hayatın boyunca hiç işini kaybettin mi gelecek kaygısı yaşadın mı çocuğunu doktora nasıl götünü diye endişelendin mi işten atılan birine onurun yok muydu diye sormak uğur mumcu nun oğluna yakışır mı,0.0,0.0,0,0,0,4,840968763486937088,2,10949,351,204.0,690,turkey,0.0,1,1,141,0,23,1,0,1,6.0,True
1207075254012659968,yani gerizeka hesabına göre de değişen bir şey yok,0.0,0.0,4,1,1,1,1188465768100515840,0,316,144,12.0,517,turkey,0.0,6,5,175,0,29,3,0,1,6.0,True
1207074613391439872,gitceğin zaman beni de götür canısı,0.0,0.0,0,0,0,1,1192183997390041088,0,1931,18,46.0,2609,ankara,0.0,0,0,50,0,8,0,0,1,6.0,True
1207073966818500096,boku içi,0.0,0.0,0,0,0,1,892743942567063552,2,393,51,19.0,2062,kayseri,0.0,0,2,120,0,19,2,0,2,6.0,True
1207072481921720064,bu aq bebelerini gördükçe acayip sövesim geliyor,0.0,0.0,0,0,0,1,943772572390445056,1,5653,226,3333.0,3768,turkey,0.0,2,1,20,0,4,1,0,0,5.0,True
1207072202971059968,reise hep kızıyorum valla kızıyorum daha oy vermicem alıştırdı bizi bolluga az birseyler olsa hemen şikayet bırakın çikolata lüx olsun para yok diyor hala parlament içiyor pezevenk,0.0,0.0,0,0,0,2,125414415,9,912,777,243.0,1099,istanbul,0.0,0,1,93,0,14,1,0,4,6.0,True
1207070802908209920,amk onlarn,0.0,0.0,0,0,0,0,183571002,9,201,93,178.0,9409,ephesus,0.0,1,1,150,0,26,1,0,2,5.0,True
1207070576608760064,insanların engelleriyle alay etmek en kibarından alçaklıktır oçeliktir,0.0,1.0,2,0,0,0,1172532610435862528,0,5158,1184,1076.0,1929,turkey,2.0,1,9,50,2,8,5,1,2,6.0,True
1207070418361880064,kuranda tağutun hükümleriyle hükmedenlerin kafir kafir yeri ise cehennem der sizce yaşayan ölmeye aday kaç kafir var dersiniz,0.0,0.0,2,0,0,0,1207028472327081984,0,3,36,15.0,28,turkey,0.0,0,0,82,0,14,0,0,2,5.0,True
1207068799175990016,kovuldunuz mu yalaka yetmedi mi kalmanız içinbeter olun,0.0,0.0,3,0,0,1,1163699935491088384,0,18,8,0.0,211,sakarya,0.0,0,1,74,0,11,1,0,1,6.0,True
1207068529788359936,bu kadar çekememezlik olur mu acep ne ikmişiz zamanında demekki ya raklarına sağlık,0.0,0.0,0,0,0,0,223991063,9,3550,368,7763.0,9548,bergama,0.0,8,7,126,0,25,6,1,2,5.0,True
1207068094629400064,buna rağmen etkili bir koordinasyon ve yönetim becerisiyle yaraların kısa süre içinde sarılmasını yaklaşık altı ilimizi etkileyen geniş çaplı hasarların onarılması konusunda gayret sarf ettik,0.0,0.0,2,0,0,0,921039149498601472,2,176,71,55.0,44,turkey,0.0,0,0,35,0,7,0,0,1,5.0,True
1207067159861560064,siktir git kendini orada,0.0,0.0,0,0,0,1,1169326390505803776,0,566,103,2.0,317,,0.0,0,1,57,0,11,1,0,2,5.0,True
1207067109001489920,bu kımıl zararlısına çıktığı yeri beğenmeyen soytarı resimle karşılık verirdim ama malum twittır kuralları,0.0,0.0,0,0,0,0,862413158731984896,2,6,60,14.0,1775,elbistan,0.0,4,4,72,0,14,4,0,1,5.0,True
1207066650169750016,mustafa hakkında herşey gayet güzel film,0.0,0.0,1,0,0,1,3380237259,4,9934,1448,489.0,8324,istanbul,0.0,0,1,10,0,1,1,0,1,10.0,True
1207065783404320000,yoo bu konuşan kemal kılıçdaroğlu kendisine yakıştığı şekilde gayet de güzel konuşmuş tersini söyleseydi şaşırabilirdik,0.0,0.0,3,0,0,1,2583036121,5,11100,1039,1051.0,5226,antalya,0.0,0,1,59,0,9,1,0,1,6.0,True
1207064741128160000,piçsin,0.0,1.0,15,0,0,0,1072184532428865536,1,34221,229,1266.0,35780,mersin,0.0,2,0,235,0,41,0,0,2,5.0,True
1207064261073210112,yaşam kalitemizi düşürdünüz amk çocukları,0.0,0.0,0,0,0,1,1105783716478107648,0,3138,865,818.0,2488,antalya,0.0,0,1,11,0,2,1,0,1,5.0,True
1207063406555140096,az şikâyet çok şükür seni mutluluğa götünü gününözeti,0.0,0.0,61,0,0,0,1194694082112737280,0,18526,2474,3728.0,3161,turkey,0.0,0,1,10,0,2,1,0,1,5.0,False
1207063337407830016,haydi sarhoş ol yine götü başı dağıt,0.0,0.0,1,0,0,0,1117738346388819968,0,2138,1085,1064.0,2542,muğla,2.0,0,16,43,0,8,7,1,1,5.0,True
1207059257767670016,cok sevdigim komutanımin soyledigi bir soz var hemserim sikerim belanizi,0.0,0.0,2,0,0,0,1200556721397288960,0,0,0,14.0,15,muğla,0.0,0,1,233,0,43,1,0,5,5.0,True
1207059182534429952,kimse kimsenin dolduruşuna gelmese hayat gayet güzel aslında,0.0,0.0,1,0,0,0,1172309987021864960,0,199,30,12.0,25,manisa,0.0,1,1,62,0,12,1,0,3,5.0,True
1207058325059190016,istanbul u sel götünü ekrem imamoğlu nun bodrum da ne işi var diyenlere cevap boş konuşuyorlar imamoğlunerede,0.0,0.0,0,0,0,1,1159514000595595264,0,1512,70,9.0,300,turkey,0.0,0,1,25,0,4,1,0,1,6.0,True
1207057273450889984,şopar çocuk ne ara bitti ben kaçırmışım,0.0,0.0,8,0,0,0,848824044568891392,2,536,352,274.0,883,eskişehir,0.0,0,2,13,0,2,2,0,1,6.0,True
1207055710611259904,bir yerden sonra hepsine lanet edip ev değiştiriyorsunuz tecrübeyle sabit,0.0,0.0,1,0,0,1,3246061804,4,1446,839,84.0,914,bursa,0.0,1,2,42,0,8,2,0,1,5.0,True
1207055505484659968,tmsf bank asya nın bingöl deki gayrimenkulünü satışa çıkardı,0.0,0.0,0,0,0,1,540191866,7,132,85,15.0,99,turkey,0.0,0,3,234,0,44,3,0,4,5.0,True
1207053959900389888,malmısım aq,0.0,0.0,1,0,0,2,2319696956,5,53449,154,163.0,4657,istanbul,0.0,0,1,84,0,15,1,0,4,5.0,True
1207053506101829888,o soğuk gecede çanakkalede yeni bir avm açılırken gökten bardaktan boşalırcasına yağmur yağıyordu,0.0,0.0,0,0,0,0,1872618408,6,916,100,24.0,513,bursa,0.0,0,1,119,0,21,1,0,0,5.0,True
1207053505510490112,bir avuç taraftar beşiktaş mücadelesi veriyor koca yönetim ve yalaka ne yapiyor,0.0,0.0,0,0,0,1,1043346671810347008,1,25,407,8.0,114,turkey,0.0,0,1,17,0,3,1,0,1,5.0,True
1207052072337789952,yok o örneği vermiyoruz terörist hain sanatçı kılıklı ibne bindiği aracı eleştirmeden bilmeden görmeden çamur atanlara allah akıl fikir versin gönlü genişlesin fitne fesat a bulaşmasın diye anca dua ederiz,0.0,0.0,0,0,0,2,1155236530589503488,0,441,387,371.0,319,,0.0,0,0,37,0,8,0,0,3,4.0,True
1207051896533479936,sana nereden geliyor bu hadsizlik senli benli al evine götür çözüm o,0.0,0.0,0,0,0,1,770765443460112384,3,2,115,13.0,363,ankaraturkey,0.0,0,1,32,0,7,1,0,2,4.0,True
1207051700915320064,netfliximedokunma oh rtük huylanıyorum her türlü şiddet ve sapkınlığı tvde yayınlamakta sakınca görmezken parasını ödediğim ve uygun uyarılarla yayın yapan netflixe sansür getiren terli bıyıklı sapık heriflerin kurumusun rütük,0.0,0.0,3,7,0,0,947897895012978688,1,2259,436,123.0,753,istanbul,5.0,12,5,189,0,27,4,0,2,7.0,True
1207051119979109888,gavat sensin ki kalkıp bir insan hakkında böyle abuk sabuk ifadelerde bulunuyorsun,0.0,0.0,0,0,0,1,870548617,7,15002,536,249.0,3282,istanbul,2.0,0,1,178,0,31,1,0,2,5.0,True
1207051117324100096,keşke yanlışlıkla içeri düşsen da ağzına sıçsa kanguru ahmak herif belanı versin seninda senin gibilerin da,0.0,0.0,0,0,0,0,1167168069745172480,0,6141,470,463.0,3395,,0.0,1,3,123,0,25,3,0,1,4.0,True
1207050592968989952,selamün aleykümün içinde geçtim islam ı herhangi bir dine ait bir ibare dahi yok normal arap selamı işte amk moron,0.0,0.0,5,0,0,1,853019424093335552,2,2951,92,304.0,1407,skyrim,0.0,0,1,20,0,3,1,0,1,6.0,True
1207049803047300096,sen öyle zannediyorsun veya temenni ediyorsun ahmak herif hala olur ki bir nedenden dolayı çocuğunu terk etmek isteyen bir anne kendince çocuğunu terk edecek en güvenilir yer olarak cami önünü görüyor meyhane yada pavyon degil,0.0,0.0,0,0,0,2,3435482728,4,396,120,34.0,2229,turkey,0.0,2,2,93,0,14,2,0,1,6.0,True
1207049535823980032,ahmak herif,0.0,0.0,0,0,0,1,544586844,7,631,417,107.0,1025,istanbul,0.0,0,1,14,0,3,1,0,1,4.0,True
1207048476460250112,savunun taraftarı devam aynen tribün öğretiyor bize  amını siktir iyi giden maçta pursaklar belediyenin taraftarı da baskılı olur aq önemli olan bu maçta takımın modunu artırmak artıracağına düşürüyorlar aq çıkar şimdi iki  yarak kafalı savunur taraftarı,0.0,0.0,0,0,0,2,1169197123415547904,0,537,294,217.0,11065,dünyada,0.0,1,1,31,0,6,1,0,1,5.0,True
1207048350408869888,ne istikameti lan beceremiyorsan siktir olup gideceksin yapabilecek olan gelecek rakip takım gelip gelip gol atamıyor diye defanstaki adam tutup kendi kalesine gol atar mı  yarak kafalı gelir o golü götünü çakar,0.0,0.0,2,0,0,2,1008050223313293312,1,1736,370,880.0,756,,0.0,0,1,56,0,10,1,0,0,5.0,True
1207047477939109888,at kafası editör turist demiş ba ba ba ulan herif fotoğraftan bağırıyor  yarak kafalı bi arap sıçmığıyım diye turist yazmış bi de,0.0,0.0,0,0,0,2,1100439402281684992,0,573,2837,3569.0,225,istanbul,0.0,0,1,54,0,8,1,0,2,6.0,True
1207046742463699968,nerde lan o onun bunun evladı,0.0,0.0,0,1,0,0,1112723276940353536,0,11949,408,243.0,5719,turkey,0.0,2,1,58,0,9,1,0,0,6.0,True
1207046397129900032,ahmak herif önce neyin ne olduğunu öğren ondan sonra konuş cesaretin varsa hadi şimdi öğrendin kim olduğunu yüreğin yetiyorsa aynı cümleyi kur edepsizlutfuturkkan,0.0,0.0,0,0,0,2,1152034920031764480,0,9,23,6.0,38,bursa,0.0,0,1,78,0,14,1,0,3,5.0,True
1207046369363529984,sie amk dallama,0.0,0.0,0,0,0,1,190710828,9,24859,153,540.0,17401,turkey,0.0,4,4,63,0,13,4,1,1,4.0,True
1207045720936719872,lan sende ananin yuz karasisin çocugu senin dogdun gunu onun bunun evladi seni gazeteciymis haberciy sizin allah belnizi versin lan insan gonumlu yaratiklar hazmedemiyorsun seve seve olmazsa s s kabulleneceksiniz,0.0,0.0,0,0,0,1,2564938892,5,974,239,40.0,355,,1.0,1,3,114,1,19,3,0,1,6.0,True
1207044346479950080,siktir git lan trolumtrak ibne kadronun yarisi yedeklerden olusuyor as kadro diyorsun sikik herif,0.0,0.0,0,0,0,2,1186760143159136256,0,244,517,88.0,129,galatasaray,0.0,1,2,165,0,33,2,1,6,5.0,True
1207044292415539968,gönüllü diyor bu fark eder mi sayın  yarak kafalı,0.0,0.0,0,0,0,1,872431182230806528,2,12085,286,338.0,3628,istanbul,0.0,0,2,159,0,28,2,0,2,5.0,True
1207044200841329920,i fuck your team stupid players fuck of average 15 annesini siktir takımı,0.0,0.0,0,0,0,1,476123874,7,5776,637,523.0,30425,,0.0,1,1,29,0,6,1,0,1,4.0,True
1207043910738099968,tuzlaspor da bile yedek kalan bu eziği bu kadar ciddiye aldınız tt oldu yavşak görebileceği en büyük başarı da budur zaten siktir gitsin gökhan çıra,0.0,0.0,0,0,0,0,2377019991,5,6115,663,327.0,8164,halkidiki,0.0,1,2,67,0,14,2,0,2,4.0,True
1207043652108900096,ay siz maç için takım diye diye kafayı yemişsiniz iğrençsiniz ya insanları kimlikleriyle vuruyorsunuz asıl sizsiniz nonoş sizin ruhunuz nonoş olmuş ya dışınız erkek olsa nolur,0.0,0.0,0,0,0,1,1193590436998402048,0,950,674,44.0,245,,0.0,0,1,66,0,11,1,0,1,6.0,True
1207043439214429952,amk çocuğu hemen küfür orospu evladı biz küfür etmesini bilmiyormuyuz karısını kızını siktir piçi,0.0,0.0,0,0,0,6,430140668,8,804,51,47.0,2665,artvin,1.0,6,7,234,0,40,7,0,0,5.0,True
1207043205532960000,hadi moruk iyisin sana yine iş düştü fatih terim eziği,0.0,0.0,37,0,0,3,211987237,9,49619,285,5336.0,13874,,0.0,0,0,40,0,9,0,0,1,4.0,True
1207043017925939968,hala arkasındayım diyor amk abaza ya,0.0,0.0,0,0,0,1,172353764,9,1474,454,514.0,9793,,0.0,2,2,84,0,14,2,0,3,6.0,True
1207042932307579904,özıșık kardeșler hep vardı iyiki varsınız süleyman bey o aydın demirci dallama da kim sormak lazım yahu siz nereden çıktınız aloo aydın bir türlü bitmediniz,0.0,0.0,0,0,0,1,797749440790626304,3,22271,377,198.0,10576,istanbul,0.0,0,1,87,0,15,1,0,3,5.0,True
1207042268785459968,yav hocam hep oyle diyorsunuz sizi dinliyoruz angut gibi bakıyoruz elin oglu sizi dinlemiyor 5 65 seviyesinden alıyor 5 90 dan veriyor kaçıncı yükselmeyecek sözü bu ya kaçıncı kacan dalga tebernuş hocamı dinlediğimiz icin,0.0,0.0,0,0,0,2,219924040,9,2316,160,108.0,849,,0.0,13,1,183,0,30,1,0,0,6.0,True
1207042093379739904,haklısın ama o futbolcu denen adamın tavırlarına bi baksana çirkin bile diyemem 3 sınıf köprü altı orospu tarzında,0.0,0.0,0,0,0,1,1167867660190830592,0,724,247,31.0,247,corlu,0.0,2,1,17,0,4,1,0,2,4.0,True
1207042032381890048,harbiden yarrak gibi başımıza bela ettiler erkeğin orospu hiç çekilmiyor,0.0,0.0,4,0,0,6,1447219646,6,3642,2799,836.0,11713,uzay,0.0,0,2,101,0,17,2,0,0,5.0,True
1207042022592440064,ee reis ziraat bankası nın simit sarayını almasını tasvip etmiyorum dedi buna ne diyeceksin sayın dalyarak reis mi yalan söylüyor sen mi,0.0,0.0,0,0,0,1,420645962,8,4,160,36.0,86,mecca,0.0,3,1,50,0,11,1,1,0,4.0,True
1207041858238629888,sana ihanet etse nolur  yarak tipini s2m,0.0,0.0,0,0,0,1,1165729803011575808,0,36,0,0.0,26,,0.0,0,2,105,0,17,2,0,1,6.0,True
1207041564519940096,besiktasli olmak bam baska seviyom seni besiktas,0.0,0.0,2,0,1,0,95173061,10,1171,250,322.0,363,istanbul,0.0,4,4,107,0,20,4,0,0,5.0,True
1207041519963780096,saglikciderki antidepresan kullanımının sağlık çalışanları arasında ne kadar yaygın olduğundan haberdar mısınız,0.0,0.0,0,0,0,2,1154162668267327488,0,261,85,0.0,208,çarşambasamsun,0.0,1,0,104,0,18,0,0,2,5.0,True
1207039886810889984,hasret yarım ölüm sonra açarsın bi ahmet şafak huzur huzur huzur,0.0,0.0,1,0,0,0,872247883634020352,2,179,730,114.0,4081,turkey,0.0,3,5,110,0,22,5,0,1,5.0,True
1207038833226909952,dünyada bi klipte kadın görünce sinirlenen başka bi dinleyici kitlesi yoktur herhalde,0.0,0.0,0,0,0,0,1038805991587028992,1,5388,1131,197.0,5578,eskişehir,0.0,2,2,66,0,13,2,0,0,5.0,True
1207038570676009984,alakasız yerlerde arkadaşlarıma türkçe rap senin yüzünden gelişmiyo diyom çok eğlenceli oluyo evde deneyin,0.0,0.0,0,0,0,1,970229330595991552,1,13132,1022,599.0,4187,eskişehir,0.0,0,1,70,0,13,1,0,0,5.0,True
1207038562111239936,birisi bizim kültürümüzde böyle bişi yok diyosa ordan kaçın o yobaz kendi sikik geleneksel yetişme tarzını tüm topluma ait sanıyodur,0.0,0.0,1,0,0,0,91804380,10,3622,284,149.0,3540,eskişehir,4.0,3,4,112,0,19,3,0,1,5.0,True
1207037160324359936,bir müslümana ömrünün sonuna kadar anlamadan kur ân okumak yakışmaz,0.0,0.0,0,0,0,3,2250066480,6,513,44,3.0,80,samsun,0.0,1,1,41,0,6,1,0,2,6.0,True
1207036402938080000,galatasaray a atılmış her gol güzeldir,0.0,0.0,0,0,0,2,1496341016,6,1136,299,113.0,12137,devlet,0.0,0,1,15,0,2,1,0,1,7.0,True
1207035962028649984,edis ten mesajınız var edis edisgorgulu edisfan highwayoutlet konser imzagünü,0.0,0.0,2,0,0,0,3426146194,4,85,182,491.0,3116,turkey,0.0,0,2,102,0,18,2,0,1,5.0,True
1207035766536329984,bayıldım,0.0,0.0,4,0,0,0,932927378,7,3518,317,96.0,1753,kayseri,0.0,0,2,42,0,9,2,0,0,4.0,True
1207035451376379904,insan aslında ev baklavasını değil annesini sever,0.0,0.0,2,0,0,0,3282212788,4,33952,1083,1067.0,23625,devlet,0.0,4,8,100,0,14,3,1,1,7.0,True
1207035103932829952,bayram sabahı kınalı ellerimle tarardım umudun saçlarını avuçlarımdan öperdi huzur ömrü uzardı çocukluğumun bayramımız mübarek olsun,0.0,0.0,10,0,0,0,962687468783964160,1,1919,288,130.0,3778,turkey,0.0,0,0,52,0,9,0,0,2,5.0,True
1207034140173979904,ayrımcılığı bölücülüğü reddediyoruz ölümüne kardeşlik birlik beraberlik huzurlunicebayramlara kurbanibadettir,0.0,0.0,1,0,0,1,1203607906005991424,0,169,28,25.0,16,konya,0.0,2,8,57,0,12,3,1,2,4.0,True
1207033425313619968,hayvanlara sevgi dogaya saygi her zaman,0.0,0.0,0,0,0,1,3229112033,4,751,99,22.0,190,istanbul,0.0,0,1,119,0,21,1,0,1,5.0,True
1207033363975950080,regl öncesi regl döneminde,0.0,0.0,0,0,1,1,712685239,7,0,189,24.0,102,turkey,0.0,0,1,20,0,5,1,0,0,4.0,True
1207032085581590016,kimse için yıkmam sandığım duvarlarıma bir gün ellerin değdi tuz buz oldu heyecan içerir,0.0,0.0,0,0,0,1,1090489788564672512,0,4203,715,309.0,4349,istanbul,0.0,0,1,53,0,9,1,0,3,5.0,True
1207031952781530112,bırı var hala c o k sevıyorum agzıma s cayım kendımın,0.0,0.0,1,1,0,0,3231379804,4,1905,1339,1202.0,12039,istanbul,0.0,2,22,205,0,38,12,3,3,5.0,True
1207031611105120000,genç kızı ofiste sikiyor freeporn sex officesex teen porn porno ofisteseks sikiş liseliifşa liseliçıtır liselikız liseliporno türksikiş türkseks amateursex amatör seks liseliazgın pussy secretariel webcamsex hiddencam webcamsex porno,0.0,0.0,0,0,0,1,1005797975732473856,1,8000,171,76.0,528,antalya,0.0,1,1,105,0,18,1,0,0,5.0,True
1207031492985139968,insanları öyle bi yarı yolda bırakıyosunuz ki insan hayatının devamında her şey yarım kalacak korkusuyla yaşıyor,0.0,0.0,0,0,0,1,1149058770112339968,0,3089,121,98.0,1096,istanbul,0.0,2,2,177,0,31,2,0,1,5.0,True
1207031246834020096,çünkü her şiirde biraz aşk vardır ve biraz isyan onat kutlar bahar isyancıdır unutulmuş ozanlar,0.0,0.0,0,0,0,2,873564473428238336,2,7329,825,195.0,7567,bursa,0.0,2,0,203,0,35,0,0,3,5.0,True
1207030744125710080,kaderde imansızlık olunca kimisinin nasibine tapmak için kocamam bir el düşer kimisininkine de bir karabaş düşer maksat kafir olduktan sonra türkiyekazandı,0.0,0.0,1,0,0,0,1155165075881287680,0,3483,579,550.0,3947,istanbul,1.0,0,0,41,0,10,0,0,2,4.0,True
1207030710978119936,13 mayıs 1990 da oynan amay an bir maç futbol tarihine olduğu kadar dünya tarihine de geçti 13 mayıs 1990 da dinamo zagreb le kızılyıldız arasında oynanması gereken maç şiddet olayları yüzünden oynanamamış ve literatüre yugoslavya yı bölen maç olarak geçmiştir,0.0,0.0,1,0,0,0,1062020024226013184,1,549,649,419.0,2523,kayseri,5.0,2,2,89,0,17,2,0,3,5.0,True
1207029816861570048,sen de çok çabaladın ama sanki mahvetmek içindi,0.0,0.0,0,0,0,0,2744347044,5,53676,199,458.0,10555,istanbul,0.0,1,0,169,0,28,0,0,1,6.0,True
1207029695746850048,çoğunluk aslında sessizce özgürlüğü istemez çünkü özgürlük sorumluluktur ve çoğunluk sorumluluğu korkutucu bulur sigmund freud,0.0,0.0,0,0,0,2,106442579,9,255,207,351.0,2519,istanbul,0.0,0,1,15,0,3,1,0,2,5.0,True
1207029519275689984,bugünkü karanlıktan ata ile çıkacağız 1 türklük bilinci 2 bilime inanç 3 insan sevgisi saygi,0.0,0.0,0,0,0,1,1087398398838407168,0,4,1,0.0,2,ankara,0.0,2,1,54,0,12,1,0,3,4.0,True
1207028893829530112,bir reklam ne kadar fazla izlenebilirse o kadar fazla izledim,0.0,0.0,5,0,0,0,709258159,7,13049,776,1349.0,91573,istanbul,0.0,1,1,41,0,8,1,0,1,5.0,True
